ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,_v1,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,_v2,_v3,_v4,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample
17855,M,BLACK,18-22,23,Yes,10,Specialized,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,7,3,1,5 or more,0,0,No,Yes,0,2,Yes,2,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,0,,,,,,0,0,No,Yes,Yes,No,No,1
17856,M,BLACK,23-27,9,No,10,Standard,Less than HS diploma,0,Property,Less than 1 year,7,1,0,4,0,3,No,No,1,2,No,2,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,22.4,0,0,0,0,.1517857142857143,1,No,No,No,No,No,1
17857,M,BLACK,23-27,1,No,6,High,Less than HS diploma,0,Drug,Less than 1 year,5,6 or more,0,3,5 or more,0,No,No,0,0,No,0,0,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,4 or more,8,3 or more,1,41.1,.4000000059604645,.2000000029802322,0,.1000000014901161,.8272506082725061,.8886861313868613,Yes,Yes,No,Yes,No,1
17858,M,WHITE,28-32,8,No,6,High,Less than HS diploma,3 or more,,1-2 years,3,4,0,0,2,1,No,No,0,2,No,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,0,,,,,,.9960861056751468,.3573874755381605,No,No,No,No,No,1
17859,M,WHITE,33-37,14,No,4,Standard,At least some college,3 or more,Other,Less than 1 year,4,6 or more,0,0,5 or more,1,No,No,0,4 or more,No,0,2 or more,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,0,36.5,0,0,0,.125,.6027397260273972,2,No,Yes,Yes,No,No,0
17860,M,BLACK,23-27,7,No,7,High,High School Diploma,2,Drug,Less than 1 year,4,6 or more,1,0,4,3,No,No,1,4 or more,Yes,0,2 or more,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,0,0,0,1,11.4,0,0,0,0,1,2,No,Yes,Yes,No,No,1
17861,M,BLACK,23-27,10,No,10,Standard,At least some college,2,Property,1-2 years,4,3,0,3,0,1,No,No,0,0,No,2,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,2,4,3 or more,3 or more,160.3,.1000000014901161,0,0,0,0,0,No,No,No,No,No,1
17862,M,BLACK,18-22,3,Yes,9,Specialized,Less than HS diploma,1,Property,More than 3 years,2,1,0,1,1,0,No,No,0,0,No,0,1,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,0,107,0,0,0,0,0,0,No,Yes,Yes,No,No,0
17863,M,BLACK,28-32,3,Yes,9,Specialized,High School Diploma,3 or more,Other,Greater than 2 to 3 years,6,1,0,0,4,1,No,Yes,1,0,No,0,2 or more,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,0,0,0,3 or more,38.5,0,0,0,0,0,0,Yes,Yes,Yes,No,No,1
17864,M,BLACK,23-27,20,No,6,High,Less than HS diploma,3 or more,Property,Less than 1 year,1,3,0,1,0,0,No,No,0,2,No,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,0,96.83333333333333,0,0,0,0,.9827882960413081,.628657487091222,No,Yes,No,No,Yes,0
17865,M,WHITE,33-37,25,No,9,Specialized,High School Diploma,3 or more,Drug,More than 3 years,5,6 or more,0,0,5 or more,5 or more,No,Yes,3 or more,2,No,0,2 or more,Yes,No,No,Yes,No,No,No,No,No,No,No,No,0,0,0,0,350.8571428571428,0,0,0,0,.4283387622149837,.1487174267100977,No,Yes,No,No,Yes,1
17866,M,WHITE,48 or older,4,No,,,High School Diploma,0,Property,More than 3 years,3,1,0,1,1,3,No,Yes,2,0,No,1,0,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,0,0,0,0,,,,,,0,0,No,Yes,No,No,Yes,0
17867,M,BLACK,18-22,4,Yes,8,Specialized,Less than HS diploma,1,Property,More than 3 years,3,0,0,3,0,0,No,No,0,0,No,0,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,1,10 or more,1,3 or more,42.45833333333334,.125,0,0,0,.7850834151128557,1.075318940137389,Yes,No,No,No,No,1
17868,M,BLACK,23-27,15,No,10,,Less than HS diploma,1,Drug,Greater than 2 to 3 years,8,2,0,3,2,3,No,Yes,1,4 or more,No,2,2 or more,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,0,1,0,0,8.6,.1000000014901161,0,0,0,1,1,No,Yes,Yes,No,No,1
17869,M,WHITE,18-22,12,Yes,8,High,High School Diploma,0,Drug,Less than 1 year,4,5,0,1,1,5 or more,No,No,0,1,No,1,0,No,No,No,No,No,Yes,No,No,No,Yes,No,No,2,1,3 or more,0,,,,,,.9241071428571429,1,No,Yes,No,Yes,No,1
17870,M,WHITE,48 or older,8,No,2,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,5,3,2,3,1,0,No,Yes,1,0,Yes,0,0,No,No,Yes,No,No,No,No,Yes,No,No,No,No,0,0,0,1,,,,,,.8208092485549133,.703757225433526,No,No,No,No,No,1
17871,M,BLACK,33-37,1,No,5,Standard,High School Diploma,0,Property,1-2 years,10 or more,4,0,5 or more,2,2,No,No,3 or more,3,No,3 or more,1,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,4 or more,10 or more,1,3 or more,41.39130434782609,.0434782616794109,0,0,0,1,1.918329831932773,No,No,No,No,No,1
17872,M,BLACK,23-27,23,No,6,Standard,Less than HS diploma,1,Property,Less than 1 year,9,1,1,5 or more,0,2,No,No,0,2,No,3 or more,0,No,No,No,No,Yes,No,No,No,No,No,No,No,2,0,0,1,72.2,.2000000029802322,0,0,0,0,0,No,Yes,Yes,No,No,1
17873,M,BLACK,33-37,11,Yes,8,High,At least some college,0,Property,Greater than 2 to 3 years,2,0,0,2,0,0,No,No,0,0,No,2,0,No,No,No,No,No,No,No,Yes,No,No,No,No,0,0,0,1,121.75,0,0,0,0,1,.75,No,No,No,No,No,1
17874,M,BLACK,18-22,4,Yes,7,High,High School Diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,2,0,1,0,0,0,No,Yes,0,0,Yes,0,0,No,No,Yes,No,No,No,No,Yes,No,No,No,No,4 or more,6,1,0,65.3,.2000000029802322,0,0,0,.5359877488514548,1.118683001531394,No,Yes,No,No,Yes,1
17875,M,BLACK,23-27,20,Yes,7,High,High School Diploma,0,Property,1-2 years,5,1,1,3,0,0,No,No,1,0,No,1,0,No,No,No,No,No,No,Yes,No,No,Yes,No,No,0,3,0,0,68.5,0,0,0,0,0,0,No,Yes,Yes,No,No,1
17876,M,BLACK,33-37,21,No,10,Specialized,Less than HS diploma,2,Other,1-2 years,9,5,0,1,5 or more,2,No,Yes,0,3,No,0,2 or more,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,0,10 or more,3 or more,3 or more,150.7142857142857,.2857142984867096,.1428571492433548,0,0,.0862559241706161,.3462085308056873,No,Yes,No,Yes,No,1
17877,M,WHITE,38-42,16,No,4,Standard,High School Diploma,3 or more,,Less than 1 year,9,6 or more,3 or more,5 or more,2,1,Yes,No,3 or more,3,No,1,2 or more,No,No,No,No,Yes,Yes,No,No,No,No,No,No,0,6,0,0,152.6,0,0,0,0,.8505897771952818,.7180537352555701,No,No,No,No,No,0
17878,M,WHITE,23-27,25,No,5,Specialized,At least some college,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,3,1,2,1,0,1,No,No,1,0,Yes,0,0,No,No,No,No,No,No,No,Yes,No,No,No,No,1,0,0,1,91,0,0,0,0,.7992007992007992,.5473276723276723,No,No,No,No,No,0
17879,M,BLACK,43-47,19,No,2,Standard,High School Diploma,3 or more,Property,1-2 years,2,0,0,1,0,1,No,No,1,0,No,0,0,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,10 or more,3 or more,1,,0,.1071428582072258,0,0,,,No,No,No,No,No,1
17880,M,BLACK,28-32,19,No,6,High,High School Diploma,1,,1-2 years,2,2,0,0,3,1,No,No,1,1,No,0,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,10 or more,1,1,,0,0,0,0,,,Yes,No,No,No,No,1
17881,M,BLACK,18-22,1,Yes,10,Specialized,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,1,0,1,0,0,0,No,No,0,0,No,0,0,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,4 or more,0,3 or more,0,104,.3333333432674408,0,0,0,0,0,No,Yes,Yes,No,No,0
17882,M,BLACK,18-22,8,No,5,Standard,Less than HS diploma,0,,Less than 1 year,2,0,0,0,2,1,No,No,0,0,No,0,1,No,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,0,277.5,0,0,0,0,.8372372372372372,.2193693693693693,No,No,No,No,No,0
17883,M,WHITE,38-42,18,No,5,Standard,Less than HS diploma,3 or more,Other,1-2 years,10 or more,6 or more,2,3,3,5 or more,No,No,2,3,No,3 or more,0,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0,8,0,0,28.9375,0,0,0,0,.2591792656587473,.7888768898488121,No,Yes,No,Yes,No,1
17884,M,BLACK,18-22,6,No,8,Standard,High School Diploma,0,,1-2 years,6,4,0,5 or more,0,3,No,No,0,2,No,3 or more,0,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,1,2,1,40.91666666666666,0,0,0,0,0,0,No,No,No,No,No,1
17885,M,BLACK,28-32,20,No,7,High,Less than HS diploma,1,Property,Less than 1 year,5,3,1,3,0,3,No,No,1,3,No,1,0,No,No,No,No,No,No,No,Yes,No,No,No,No,2,2,3 or more,0,35.5,.25,0,0,0,0,0,No,Yes,No,No,Yes,0
17886,M,BLACK,18-22,21,Yes,5,Standard,High School Diploma,0,Violent/Non-Sex,1-2 years,2,1,1,1,0,1,No,No,1,0,Yes,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,0,10.66666666666667,0,0,0,0,0,0,No,Yes,No,No,Yes,1
17887,F,BLACK,38-42,4,,4,Standard,At least some college,2,Violent/Non-Sex,Greater than 2 to 3 years,2,0,1,1,0,0,No,Yes,0,0,No,0,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,0,0,0,0,229.3333333333333,0,0,0,0,.8357558139534884,1.061773255813953,Yes,No,No,No,No,0
17888,M,BLACK,23-27,18,No,6,High,High School Diploma,2,Drug,Less than 1 year,2,1,1,0,2,0,No,No,1,1,Yes,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,0,6,0,0,66.2,0,0,0,0,.9607250755287009,1,No,Yes,No,Yes,No,1
17889,M,BLACK,28-32,18,No,9,Specialized,Less than HS diploma,0,Drug,Less than 1 year,8,6 or more,0,1,5 or more,5 or more,No,Yes,3 or more,4 or more,No,0,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,10 or more,3 or more,3 or more,338,.5,0,0,0,.4511834319526627,.5403106508875739,No,Yes,Yes,No,No,1
17890,M,BLACK,23-27,10,No,7,Standard,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,2,1,2,0,1,0,Yes,Yes,0,0,No,0,0,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,3,0,0,0,47.5625,0,0,0,0,1,.9599211563731932,No,No,No,No,No,0
17891,M,BLACK,33-37,7,No,7,High,High School Diploma,0,Violent/Non-Sex,More than 3 years,6,2,3 or more,3,0,1,No,Yes,2,1,Yes,2,0,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,0,0,0,0,26.46666666666667,0,0,0,0,.8035264483627204,1.840050377833753,No,No,No,No,No,0
17892,M,BLACK,23-27,3,Yes,5,Standard,Less than HS diploma,0,Other,Less than 1 year,3,3,0,0,1,2,No,No,1,0,No,0,1,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,3,6,3 or more,0,117.5,1,0,0,0,0,0,No,Yes,Yes,No,No,1
17893,M,WHITE,28-32,25,No,8,High,Less than HS diploma,2,Property,Less than 1 year,9,4,0,3,3,5 or more,Yes,No,1,4 or more,No,1,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,.797945205479452,1,No,Yes,No,Yes,No,1
17895,F,BLACK,23-27,19,,8,High,High School Diploma,3 or more,Other,Less than 1 year,5,3,0,2,0,3,No,No,1,3,No,2,0,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,4 or more,6,0,1,53.5,0,0,0,0,0,0,No,Yes,No,No,Yes,1
17896,M,BLACK,18-22,20,No,8,High,High School Diploma,0,Property,Greater than 2 to 3 years,4,1,0,3,0,0,No,Yes,1,1,No,1,0,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,0,4,0,3 or more,87,.25,0,0,0,.5201149425287356,1,No,Yes,Yes,No,No,0
17897,M,WHITE,23-27,14,Yes,8,High,Less than HS diploma,3 or more,Property,1-2 years,3,3,1,1,1,2,Yes,No,2,2,Yes,1,1,No,Yes,No,No,No,No,No,No,No,No,No,Yes,2,0,0,0,147.3333333333333,.3333333432674408,0,0,.6666666865348816,0,0,No,Yes,Yes,No,No,1
17898,M,WHITE,33-37,3,No,4,Standard,At least some college,3 or more,Drug,Less than 1 year,4,6 or more,1,1,2,4,Yes,No,1,3,No,1,1,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,0,5,3 or more,2,29.57142857142857,0,0,0,0,0,0,No,Yes,No,Yes,No,0
17899,M,BLACK,18-22,14,No,7,High,Less than HS diploma,0,Violent/Non-Sex,1-2 years,3,2,1,1,0,0,No,No,0,0,Yes,0,0,No,No,No,No,No,No,No,Yes,No,No,No,No,0,0,0,0,88.33333333333333,0,0,0,0,.8886792452830189,.6891509433962264,No,Yes,No,No,Yes,1
17900,F,WHITE,48 or older,16,,3,Specialized,At least some college,0,Drug,Greater than 2 to 3 years,7,1,0,5 or more,2,0,No,Yes,2,1,No,2,1,No,No,No,No,No,Yes,No,Yes,No,No,No,No,0,10 or more,0,0,206.6,0,0,0,0,1,.707163601161665,No,No,No,No,No,1
17901,M,WHITE,23-27,17,No,8,High,Less than HS diploma,0,Property,1-2 years,3,5,2,1,0,5 or more,No,No,1,2,No,0,0,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,0,7,1,0,43.42857142857143,0,0,0,0,1,1.201480263157895,No,No,No,No,No,1
17902,M,BLACK,23-27,11,Yes,9,Standard,High School Diploma,2,Property,More than 3 years,4,2,0,3,0,2,No,No,0,2,No,1,0,No,No,No,No,No,No,No,Yes,No,No,No,No,2,1,3 or more,0,56.81818181818182,.0909090936183929,0,0,0,0,0,No,Yes,No,Yes,No,1
17903,F,BLACK,33-37,6,,6,High,At least some college,1,Property,Less than 1 year,2,0,0,2,0,0,No,No,0,0,No,1,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,0,0,0,0,26.5,0,0,0,0,1,1,No,No,No,No,No,1
17904,M,BLACK,23-27,1,No,7,High,At least some college,3 or more,Other,More than 3 years,5,4,0,0,5 or more,0,No,Yes,1,1,No,0,2 or more,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,0,4,3 or more,0,54.8,0,0,0,0,.2678832116788321,.2666058394160584,No,Yes,No,Yes,No,1
17906,M,BLACK,23-27,19,No,5,Specialized,High School Diploma,3 or more,Violent/Sex,1-2 years,1,0,0,0,0,0,No,No,1,0,No,0,0,No,No,No,No,No,No,No,Yes,No,No,No,No,0,0,0,2,185.3333333333333,0,0,0,0,.2140287769784173,.3284622302158273,No,Yes,Yes,No,No,1
17907,M,BLACK,18-22,7,Yes,9,Specialized,Less than HS diploma,0,,Greater than 2 to 3 years,4,3,1,1,2,3,Yes,No,1,2,No,1,2 or more,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,2,76,.5,0,0,0,.9671052631578947,1,No,Yes,Yes,No,No,1
17908,M,BLACK,28-32,3,No,9,Specialized,High School Diploma,0,Other,Greater than 2 to 3 years,7,5,0,0,5 or more,0,No,Yes,0,2,No,0,2 or more,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,0,10 or more,0,2,,,,,,0,0,No,Yes,Yes,No,No,1
17909,M,BLACK,23-27,24,No,7,Standard,Less than HS diploma,0,Other,Greater than 2 to 3 years,4,5,2,0,4,3,Yes,No,1,3,Yes,0,2 or more,No,Yes,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,64.40000000000001,.1000000014901161,0,0,0,.5124223602484472,.5671583850931677,No,Yes,No,Yes,No,0
17911,M,WHITE,23-27,8,Yes,5,Specialized,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,1,5,1,3,0,2,No,Yes,0,2,Yes,1,0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4 or more,9,3 or more,1,25.94736842105263,0,.1052631586790085,0,0,0,0,No,Yes,No,Yes,No,0
17912,M,WHITE,28-32,7,No,8,Specialized,High School Diploma,0,Violent/Sex,Greater than 2 to 3 years,3,1,0,0,2,2,No,No,0,1,No,0,2 or more,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,0,10 or more,2,2,45.80952380952381,0,0,0,0,.9844074844074844,.3796777546777547,No,Yes,No,No,Yes,1
17913,M,BLACK,18-22,14,Yes,8,Specialized,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,3,2,2,0,1,0,No,No,1,1,Yes,0,1,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,0,0,0,0,155,0,0,0,0,.0354838709677419,.2356451612903226,No,Yes,Yes,No,No,1
17914,F,WHITE,43-47,12,,3,Standard,Less than HS diploma,2,Drug,Less than 1 year,4,0,0,0,2,2,No,No,2,0,No,0,1,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,3,10 or more,3 or more,1,10.41860465116279,0,0,.0697674453258514,.0697674453258514,.3549107142857143,.8152901785714286,No,No,No,No,No,1
17915,M,WHITE,33-37,24,No,6,High,Less than HS diploma,1,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,2,3,2,5 or more,No,No,3 or more,4 or more,Yes,2,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,8,1,0,77.875,0,0,0,.125,.8057784911717496,1.172552166934189,No,Yes,Yes,No,No,1
17916,M,BLACK,18-22,4,Yes,8,High,Less than HS diploma,1,,1-2 years,3,3,0,3,0,1,No,No,0,1,No,1,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,6,2,3 or more,42,0,0,0,0,0,0,No,Yes,Yes,No,No,1
17917,M,WHITE,23-27,8,No,7,Standard,High School Diploma,0,Other,Greater than 2 to 3 years,3,0,0,0,2,0,No,No,1,0,No,0,2 or more,No,No,No,Yes,No,Yes,No,No,No,No,No,No,4 or more,10 or more,1,3 or more,,.0064102564938366,0,.0128205129876733,.0320512838661671,,,Yes,No,No,No,No,1
17918,M,BLACK,23-27,25,Yes,6,High,Less than HS diploma,3 or more,Drug,More than 3 years,4,0,2,0,2,0,No,No,1,0,No,0,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,10 or more,2,0,,.0588235296308994,0,0,0,,,Yes,No,No,No,No,1
17919,M,WHITE,48 or older,4,No,1,Specialized,At least some college,3 or more,Violent/Sex,Greater than 2 to 3 years,1,3,0,0,0,0,No,No,1,1,No,0,0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,0,10 or more,0,0,8.605911330049262,0,0,0,0,.7160847166571265,.2090726960503721,No,No,No,No,No,1
17920,M,BLACK,23-27,25,No,8,High,High School Diploma,3 or more,Other,Greater than 2 to 3 years,4,3,1,0,3,1,No,No,3 or more,2,Yes,0,1,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,4 or more,5,0,0,140.4166666666667,.25,0,0,0,.4718100890207715,.2167655786350149,No,Yes,No,No,Yes,1
17921,M,BLACK,23-27,9,No,8,High,Less than HS diploma,2,Drug,Less than 1 year,7,6 or more,0,2,3,5 or more,No,No,1,4 or more,No,3 or more,1,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,2,6,0,0,19.1,.2000000029802322,.1500000059604645,0,.0500000007450581,0,0,No,Yes,No,Yes,No,1
17922,M,BLACK,18-22,7,Yes,7,Specialized,Less than HS diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,1,0,1,0,0,0,No,Yes,0,0,No,0,0,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,2,10 or more,0,3 or more,169.5,.25,0,0,0,.2566371681415929,2.154867256637168,No,Yes,No,Yes,No,0
17923,M,WHITE,18-22,19,No,8,High,High School Diploma,0,Property,1-2 years,5,1,1,2,1,2,No,No,0,1,Yes,1,0,No,No,No,No,No,No,No,No,No,Yes,No,No,4 or more,1,2,1,45,.25,0,0,.25,1,1,No,No,No,No,No,0
17924,F,WHITE,23-27,17,,7,High,High School Diploma,2,Drug,1-2 years,2,1,1,0,2,0,No,No,1,0,No,0,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,4 or more,6,0,0,26.02439024390244,0,0,.0731707289814949,0,.6916588566073102,.3423149015932521,No,No,No,No,No,1
17925,M,WHITE,28-32,14,No,5,High,Less than HS diploma,0,Drug,Less than 1 year,4,4,2,1,1,2,Yes,Yes,1,2,Yes,1,0,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,4 or more,0,0,1,,,,,,.3314285714285714,1,No,No,No,No,No,1
17927,M,WHITE,33-37,1,No,4,Specialized,Less than HS diploma,0,Drug,Less than 1 year,8,2,0,1,3,5 or more,No,No,2,0,No,0,2 or more,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,4 or more,10 or more,1,0,21.11111111111111,.1111111119389534,0,.1111111119389534,.0555555559694767,.8552631578947368,2.883552631578948,No,Yes,No,Yes,No,1
17928,M,BLACK,18-22,25,No,9,Specialized,Less than HS diploma,3 or more,Property,1-2 years,2,6 or more,0,5 or more,0,2,No,No,2,4 or more,No,3 or more,0,No,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,0,116,.1111111119389534,0,0,0,.1101532567049808,.3498563218390804,No,Yes,No,Yes,No,1
17929,M,BLACK,18-22,22,No,7,Specialized,High School Diploma,3 or more,Property,More than 3 years,2,0,0,2,0,0,No,No,0,0,No,1,0,No,No,No,No,No,No,No,Yes,No,Yes,No,No,0,7,3 or more,0,24.60714285714286,.0357142873108387,0,0,0,.2714078374455733,.5301161103047896,No,Yes,No,Yes,No,0
17930,M,BLACK,48 or older,11,No,2,Standard,At least some college,1,Property,Less than 1 year,10 or more,6 or more,1,5 or more,1,5 or more,No,No,3 or more,4 or more,Yes,3 or more,1,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,2,0,0,6.875,0,0,0,0,.6727272727272727,1,Yes,Yes,Yes,No,No,1
17931,M,BLACK,23-27,11,Yes,10,Specialized,At least some college,2,Property,1-2 years,6,1,1,5 or more,0,1,No,Yes,1,1,No,3 or more,0,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,2,0,0,3 or more,51.45454545454545,0,0,0,0,.765017667844523,1.290636042402827,No,Yes,No,Yes,No,0
17932,M,WHITE,28-32,17,No,9,Standard,High School Diploma,2,,Greater than 2 to 3 years,6,5,0,0,4,2,No,No,0,2,No,0,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,4 or more,0,0,3 or more,8.800000000000001,0,0,.0099999997764826,.0199999995529652,.6318181818181818,.8301136363636364,No,Yes,No,No,Yes,0
17933,F,BLACK,28-32,6,,6,High,At least some college,0,Property,1-2 years,4,1,0,4,0,1,No,No,0,1,No,1,0,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,48.11111111111111,0,0,0,0,1,3.374133949191686,No,No,No,No,No,0
17934,M,WHITE,18-22,17,No,7,High,High School Diploma,0,Drug,1-2 years,4,2,0,2,2,1,No,No,1,2,No,1,1,No,No,No,No,No,No,No,Yes,No,No,No,No,0,0,0,0,37.33333333333334,0,0,0,0,1,3,No,No,No,No,No,1
17935,M,BLACK,18-22,21,No,7,Specialized,High School Diploma,0,Violent/Sex,Greater than 2 to 3 years,1,0,1,0,0,0,No,No,0,0,No,0,0,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,4 or more,9,1,2,31.10526315789474,.0526315793395042,0,0,0,.9035532994923858,1.236040609137056,No,No,No,No,No,0
17937,M,BLACK,18-22,18,No,7,High,Less than HS diploma,1,Violent/Non-Sex,1-2 years,3,0,0,2,0,1,No,No,2,0,No,1,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,10 or more,3 or more,0,305.6666666666667,0,0,0,0,.3544165757906216,.7966194111232279,No,Yes,No,No,Yes,1
17938,M,WHITE,18-22,17,No,8,High,Less than HS diploma,0,Property,Less than 1 year,1,1,0,1,0,1,No,No,1,0,No,1,0,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,0,0,0,1,111,0,0,0,0,.048048048048048,1,No,Yes,Yes,No,No,1
17939,F,WHITE,28-32,9,,1,Standard,Less than HS diploma,3 or more,Drug,Less than 1 year,4,6 or more,1,1,2,3,Yes,No,1,2,No,1,1,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,.1777777777777778,1,No,Yes,No,No,Yes,1
17940,M,WHITE,23-27,12,Yes,6,High,High School Diploma,0,Property,1-2 years,4,1,0,2,0,3,No,No,0,1,No,1,0,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4 or more,4,3 or more,3 or more,49.28125,.03125,0,.0625,0,.6150919467343057,.4632213062777426,No,No,No,No,No,1
17941,M,WHITE,28-32,8,Yes,5,Specialized,At least some college,2,Violent/Sex,More than 3 years,2,0,0,0,0,0,No,No,2,0,No,0,0,No,No,No,No,No,No,No,Yes,No,No,No,No,0,10 or more,2,0,20.67741935483871,0,0,0,0,.906396255850234,1.139625585023401,Yes,No,No,No,No,1
17942,M,BLACK,28-32,1,No,6,High,Less than HS diploma,1,,Greater than 2 to 3 years,3,0,0,0,2,0,No,No,1,0,No,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,57.75,0,0,0,0,.8354978354978355,1,No,Yes,No,Yes,No,1
17943,M,BLACK,18-22,4,Yes,9,Specialized,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,1,2,1,0,1,1,No,No,1,1,Yes,0,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,4 or more,7,3 or more,0,177.5,.1666666716337204,0,0,0,.8028169014084507,.3429577464788732,No,Yes,No,No,Yes,1
